team,elo
Burkina Faso,1113.587447928066
Jamaica,1112.4162920876663
Northern Ireland,1112.1654166902874
Kernow,1111.171081792304
Haiti,1106.4112272769835
Ghana,1104.1724262841058
Albania,1103.391036604532
Kárpátalja,1101.881600281797
Guatemala,1086.627094504359
County of Nice,1085.0334216338383
Iceland,1081.9442827582607
Corsica,1077.975429095427
Yorkshire,1076.7488161053182
Tamil Eelam,1075.7875080568062
North Macedonia,1074.9645521766436
Angola,1073.9571101908575
Belarus,1070.7247063104217
Rhodes,1069.8800101565696
Artsakh,1069.820674827364
Oman,1068.515356240575
Thailand,1066.3524220747488
Suriname,1066.2457492108065
China,1065.8793081377278
Ellan Vannin,1065.805309113991
Réunion,1063.645755462343
Kurdistan,1061.4102973143874
Panjab,1057.8402747407902
Curaçao,1054.6820142011147
New Caledonia,1052.2470029298186
Malaysia,1049.6510747990558
Menorca,1048.179438346731
Qatar,1046.552942698575
Finland,1046.0066860301636
Galicia,1045.6583780574213
Syria,1044.0606589154863
Zanzibar,1043.8831178423181
Arameans Suryoye,1043.4754133671656
Cascadia,1043.184251444219
Vietnam,1042.0638997567282
Palestine,1039.262717860822
Indonesia,1038.5001086757968
Libya,1034.628599221036
Chameria,1034.37028767438
Maule Sur,1030.3061246488899
Elba Island,1027.8639806775848
Guinea,1023.8125555182024
Gabon,1021.586887851758
Bahrain,1019.5347941323332
Parishes of Jersey,1019.1828028659952
Surrey,1017.4960004545558
Quebec,1017.3081361013601
Guadeloupe,1016.9255830308709
Biafra,1016.6908570791641
Donetsk PR,1015.6719294802386
Montenegro,1015.6622187120756
Brittany,1014.1320098427004
Shetland,1013.5828478302889
Zambia,1012.4608744157306
Silesia,1011.8380721944874
Kuwait,1011.3988340449214
Crimea,1007.2349348077324
Togo,1006.4580494834084
Felvidék,1005.9554897412094
Mapuche,1004.9203834919025
Madagascar,1004.0310684359418
Gambia,1003.8199598366214
Tahiti,1003.5000275625108
Western Armenia,1002.9972593247628
United Koreans in Japan,1002.7630320500873
Canary Islands,1001.3870940345275
North Korea,999.6913952152353
Sealand,999.6732575017897
Délvidék,998.6539162448779
Bulgaria,995.5686423369943
Saugeais,994.5891122483143
Trinidad and Tobago,993.1392384099014
Republic of St. Pauli,992.8559355501006
Benin,992.606565886692
Franconia,991.6426053967932
Matabeleland,991.634845384269
Székely Land,991.4207884629507
Uganda,990.6163834343582
Madrid,989.0831148183319
Comoros,985.8337950478287
Dominican Republic,983.7046225842904
Seborga,983.212496690844
Cilento,982.6756914754693
Yoruba Nation,982.6514183849616
Gozo,982.5771512956198
Guyana,982.1052010225802
El Salvador,981.3774084121238
Nicaragua,980.5363229612693
Rwanda,978.5947480831901
Kyrgyzstan,976.5270906436871
Luhansk PR,976.3509529514748
Ryūkyū,975.94590449556
Mauritania,975.1947797323336
Kenya,971.9731585788455
East Turkestan,971.7042793700598
Kazakhstan,971.5273866206105
Sápmi,971.2634005591809
South Ossetia,971.1650060955227
Somaliland,970.6426460691163
Zimbabwe,970.4102997066483
Provence,968.2618061938732
Luxembourg,967.1497135076712
West Papua,966.5127083527026
Mozambique,966.4157527548948
Hmong,965.7027600941641
Åland Islands,965.5077790034742
Papua New Guinea,965.3982475078192
Aymara,964.7734918592076
Kabylia,963.5156760924067
Greenland,959.5757787865352
Sudan,958.2216577928577
Tajikistan,957.7116139846285
Niger,957.0384800367375
Romani people,955.6093928146101
Chechnya,955.0245634207104
Lebanon,954.3812575862391
Mayotte,951.0552883761146
Martinique,948.8373913661517
Găgăuzia,948.2515558956736
Gotland,945.8184389166399
Monaco,944.0607192087792
Western Isles,943.0317518153591
Vanuatu,941.1838726181733
Orkney,940.067659467931
Equatorial Guinea,938.2666850622611
Ticino,935.5266989819849
Estonia,933.6711997535679
Hitra,929.9378513324885
Western Sahara,928.1530001702631
Marshall Islands,927.2670988082396
Sierra Leone,924.9272415233852
Malawi,924.6233483927737
Two Sicilies,924.2317412232644
Botswana,923.7858927544456
French Guiana,923.0725564808645
Turkmenistan,921.8667416765438
Faroe Islands,916.8582395451886
Saint Barthélemy,915.4543311101872
Sark,915.186678629314
Barawa,914.0448190682181
Liberia,913.0138502538348
Armenia,910.8099094171404
Cuba,909.8810074414647
Philippines,908.857639502711
Tanzania,908.5865118947422
Micronesia,906.4162165400141
Ethiopia,906.3456991577311
Raetia,904.707969968518
Namibia,904.2529251917939
Lesotho,902.8521766055838
Fiji,900.1333250563422
Cyprus,899.5787383342469
Azerbaijan,899.3946290887822
Burundi,897.9367402823533
Puerto Rico,896.5522552610688
Malta,896.4412719716396
Ambazonia,895.4196474526216
Saint Vincent and the Grenadines,893.882366199198
Vatican City,892.2882919493086
Bermuda,889.0079355024309
Saare County,884.5939222273703
Guinea-Bissau,881.192199882794
Central African Republic,872.9705248756936
Singapore,871.7295073158056
Solomon Islands,865.6032356463484
Hong Kong,864.8751270582575
Darfur,864.2566654804815
Saint Helena,860.1034052502322
Saint Pierre and Miquelon,859.4063731886266
Lithuania,853.8740650990673
Congo,852.3381314889906
Kiribati,847.3087031973045
Latvia,845.3381957996319
Moldova,844.6762667623202
Eswatini,843.3151075299181
Chagos Islands,842.9177334701808
Belize,837.0964260651726
Yemen,836.5651403585892
Sint Maarten,831.1736131420112
Grenada,822.6885974530004
Saint Kitts and Nevis,820.7701889473587
Saint Martin,815.7142103497199
India,814.7033059556425
Samoa,805.4438579076738
South Sudan,802.4698261099497
Chad,789.3727724675432
Montserrat,784.33994983557
Tibet,784.2071121152163
Mauritius,775.7194692041935
Tuvalu,771.0863195598396
Saint Lucia,767.7115017815138
Falkland Islands,766.898782033975
Aruba,765.9606431602974
Frøya,747.507347486101
Bangladesh,746.4568054950737
Eritrea,744.9620229747218
Myanmar,732.3316689282182
Cook Islands,730.8896743765597
Alderney,730.2458462306661
Dominica,725.7191272955578
Cambodia,716.346096126489
Gibraltar,710.1589296283385
Bonaire,708.2709375965728
São Tomé and Príncipe,707.8569141828058
Afghanistan,707.4508240815305
Nepal,705.5236218373868
Antigua and Barbuda,705.0075627722958
Taiwan,695.2575577808683
Andorra,694.2516537411913
Pakistan,691.8413659305321
Barbados,689.187357576608
Tonga,672.4714496161838
Cayman Islands,657.0859036484622
Sri Lanka,647.0354324707627
Djibouti,646.1736155302558
Turks and Caicos Islands,642.2652185783655
British Virgin Islands,638.6145679545383
Somalia,630.3974542067064
Northern Mariana Islands,613.2890458976732
United States Virgin Islands,613.2077761979743
Maldives,605.806112059933
Mongolia,595.6963140615796
Laos,592.3827270383503
Guam,590.6625980339309
American Samoa,575.943807365746
Seychelles,574.303144574104
Bahamas,565.0244615053051
Brunei,560.6494302402348
Liechtenstein,555.4981142148255
Anguilla,537.6144841373233
Timor-Leste,510.2688218189708
San Marino,493.2892531426677
Macau,489.1216152396412
Bhutan,480.8036191519097
