team,elo
New Caledonia,1052.300586541905
Malaysia,1049.6482781224713
Menorca,1048.179441240215
Qatar,1046.5528924368277
Finland,1046.0084693872634
Galicia,1045.658229451387
Syria,1044.060409557691
Zanzibar,1043.8831721201345
Arameans Suryoye,1043.4754133983406
Cascadia,1043.1842515073934
Vietnam,1042.0592276257007
Palestine,1039.262511882544
Indonesia,1038.497668211389
Libya,1034.6278219901176
Chameria,1034.3702877015946
Maule Sur,1030.3061246488899
Elba Island,1027.8639807076322
Guinea,1023.8126350119024
Gabon,1021.587033549636
Bahrain,1019.5344406524825
Parishes of Jersey,1019.1828028770236
Surrey,1017.4960004568388
Quebec,1017.3081359771328
Guadeloupe,1016.9253444376185
Biafra,1016.690857104266
Donetsk PR,1015.6719294842217
Montenegro,1015.6615463620701
Brittany,1014.1320075196453
Shetland,1013.5828539941866
Zambia,1012.4608447003327
Silesia,1011.8380721944874
Kuwait,1011.4018563539026
Crimea,1007.2349348077324
Togo,1006.4581097048817
Felvidék,1005.9554898918242
Mapuche,1004.9203834919025
Madagascar,1004.0311219417133
Gambia,1003.8200317503291
Tahiti,1003.5042746651776
Western Armenia,1002.9972594234371
United Koreans in Japan,1002.7630323443373
Canary Islands,1001.3870940345275
North Korea,999.6913393359138
Sealand,999.6732584648973
Délvidék,998.6539162578828
Bulgaria,995.5520861915924
Saugeais,994.5891122808669
Trinidad and Tobago,993.1390029325858
Republic of St. Pauli,992.8559355501006
Benin,992.6066096239524
Franconia,991.642605496403
Matabeleland,991.6348456414179
Székely Land,991.4207887317401
Uganda,990.6164292182373
Madrid,989.0831148183319
Comoros,985.8338014977312
Dominican Republic,983.7043610624394
Seborga,983.2124967372198
Cilento,982.6756914754693
Yoruba Nation,982.651418405499
Gozo,982.577153339261
Guyana,982.1049572125186
El Salvador,981.3771273031915
Nicaragua,980.5360348309958
Rwanda,978.5948096408498
Kyrgyzstan,976.5270324427113
Luhansk PR,976.350952957336
Ryūkyū,975.9459044975627
Mauritania,975.1947499315706
Kenya,971.9732993679133
East Turkestan,971.7042794374723
Kazakhstan,971.5271305286917
Sápmi,971.263400625226
South Ossetia,971.1650061461863
Somaliland,970.6426461640942
Zimbabwe,970.4093917954676
Provence,968.2618064383619
Luxembourg,967.1502156521414
West Papua,966.5127083788427
Mozambique,966.4157193172205
Hmong,965.7027601462173
Åland Islands,965.5078102553788
Papua New Guinea,965.4966335726716
Aymara,964.7734918592076
Kabylia,963.5156761471811
Greenland,959.5757796311427
Sudan,958.2214023443069
Tajikistan,957.70685834659
Niger,957.0384759967935
Romani people,955.6093928472987
Chechnya,955.0245634207104
Lebanon,954.3810825564377
Mayotte,951.0553024137139
Martinique,948.8370925321316
Găgăuzia,948.2515558956736
Gotland,945.8184639772521
Monaco,944.0607192513454
Western Isles,943.031758424811
Vanuatu,941.2723637157158
Orkney,940.0676628601534
Equatorial Guinea,938.2667122242301
Ticino,935.5266990299547
Estonia,933.6715676907199
Hitra,929.937855615542
Western Sahara,928.1529999828341
Marshall Islands,927.2670946152712
Sierra Leone,924.9273011589605
Malawi,924.6234048839102
Two Sicilies,924.2317412446228
Botswana,923.7859474114917
French Guiana,923.0722321112969
Turkmenistan,921.8648115722577
Faroe Islands,916.8589532560916
Saint Barthélemy,915.4543159174902
Sark,915.186678629314
Barawa,914.0448191516056
Liberia,913.0138575871912
Armenia,910.810070260002
Cuba,909.8807294980331
Philippines,908.8338636444907
Tanzania,908.5860764841917
Micronesia,906.4162165400141
Ethiopia,906.3457517000501
Raetia,904.7079703429106
Namibia,904.2529556896226
Lesotho,902.8522396537971
Fiji,900.7576249525619
Cyprus,899.5788012046148
Azerbaijan,899.3950066302424
Burundi,897.9368594632347
Puerto Rico,896.5513058340956
Malta,896.4415081088264
Ambazonia,895.4196474526216
Saint Vincent and the Grenadines,893.8821282534069
Vatican City,892.2882919920463
Bermuda,889.0076749850246
Saare County,884.5939341870974
Guinea-Bissau,881.1922640133109
Central African Republic,872.9705630675236
Singapore,871.6906444212859
Solomon Islands,865.339188162144
Hong Kong,864.5811091415467
Darfur,864.2566655110836
Saint Helena,860.1034087656047
Saint Pierre and Miquelon,859.4063670397742
Lithuania,853.8745266044675
Congo,852.3381995454641
Kiribati,847.3087031973045
Latvia,845.33863158438
Moldova,844.6755445781682
Eswatini,843.3135354535312
Chagos Islands,842.9177336205454
Belize,837.0961751645689
Yemen,836.565098567818
Sint Maarten,831.173473076369
Grenada,822.6884476981107
Saint Kitts and Nevis,820.7550168350425
Saint Martin,815.7140633748193
India,814.6832291007692
Samoa,805.4438581068098
South Sudan,802.4698774934718
Chad,789.3728138995766
Montserrat,784.3397243068315
Tibet,784.2071122087265
Mauritius,775.6957284250747
Tuvalu,771.0863229698133
Saint Lucia,767.7113578285433
Falkland Islands,766.898788343466
Aruba,765.9581326126257
Frøya,747.5073502810143
Bangladesh,746.4282595661572
Eritrea,744.9620222589168
Myanmar,732.3256452027849
Cook Islands,730.8896741731193
Alderney,730.2458525986196
Dominica,725.718951899228
Cambodia,716.2905782128756
Gibraltar,710.1594429069328
Bonaire,708.2708084761533
São Tomé and Príncipe,707.8569899956638
Afghanistan,706.5774040039882
Nepal,705.4992933589879
Antigua and Barbuda,705.0072425950784
Taiwan,695.2388840335121
Andorra,694.2511392366504
Pakistan,692.4350569163772
Barbados,689.1869847278639
Tonga,672.4714520163849
Cayman Islands,657.0858178833593
Sri Lanka,647.0348167379566
Djibouti,646.1736643469404
Turks and Caicos Islands,642.2651024152239
British Virgin Islands,638.6144923442844
Somalia,630.3975015837607
Northern Mariana Islands,613.2890424465598
United States Virgin Islands,613.2076510963393
Maldives,606.0814947665655
Mongolia,595.6601359824473
Laos,592.3799102589869
Guam,590.6440111651331
American Samoa,575.9423700344905
Seychelles,574.303227631994
Bahamas,565.0242943973742
Brunei,560.6494000272102
Liechtenstein,555.4850585507025
Anguilla,537.6143390206953
Timor-Leste,510.26587046659796
San Marino,493.2879486674277
Macau,489.11135517293496
Bhutan,480.80107690362723
